y x z
3.770031489895354e-06 0.3074999999804707 0
2.564062896560573e-06 0.3074999999907467 0
3.846094385544091e-06 0.3074999999791172 0
2.640126394872742e-06 0.3074999999898151 0
3.922158433456583e-06 0.3074999999777729 0
2.716190305991213e-06 0.3074999999889201 0
3.998222241913244e-06 0.3074999999764197 0
2.792255196719965e-06 0.3074999999879677 0
4.074288584731433e-06 0.3074999999750677 0
2.868322209818758e-06 0.3074999999872391 0
4.150355363193688e-06 0.3074999999737711 0
5.432389019855812e-06 0.3074999999556464 0
4.226422354793004e-06 0.3074999999724184 0
5.508455807691717e-06 0.307499999953877 0
4.302490076818297e-06 0.3074999999710595 0
5.584524361426e-06 0.3074999999519724 0
4.378558791822002e-06 0.3074999999696668 0
5.660593470436715e-06 0.307499999950142 0
4.454628477343578e-06 0.307499999968372 0
5.736663162824096e-06 0.3074999999484722 0
4.530696929129172e-06 0.307499999967189 0
5.812731083280584e-06 0.3074999999467358 0
7.094765771495533e-06 0.307499999921704 0
5.888800934292558e-06 0.3074999999449355 0
7.170836932678165e-06 0.3074999999194847 0
5.964873285318235e-06 0.307499999943226 0
7.246909210133547e-06 0.3074999999172941 0
6.040945504874828e-06 0.3074999999414327 0
7.322982998359817e-06 0.3074999999150447 0
6.117020637302071e-06 0.3074999999396356 0
7.39905865747125e-06 0.30749999991282 0
6.193096310953633e-06 0.3074999999380362 0
7.475134074724644e-06 0.307499999910712 0
8.757171630662781e-06 0.3074999998786834 0
7.551210645586206e-06 0.3074999999085316 0
8.833249475037987e-06 0.3074999998760716 0
7.627288522113837e-06 0.3074999999064121 0
8.909327470529931e-06 0.3074999998735345 0
7.703365589425592e-06 0.3074999999043601 0
8.985403063279511e-06 0.3074999998709716 0
7.779441308569774e-06 0.3074999999022467 0
9.061480002562417e-06 0.3074999998683028 0
1.034352008750935e-05 0.3074999998298999 0
9.13756039396331e-06 0.3074999998657643 0
1.041960144016093e-05 0.30749999982677 0
9.213642450544854e-06 0.3074999998631889 0
1.049568384536233e-05 0.3074999998237278 0
9.289725177958258e-06 0.3074999998606404 0
1.057176648377334e-05 0.3074999998207485 0
9.365807327662676e-06 0.3074999998580727 0
1.06478477142558e-05 0.3074999998177564 0
9.441889527431321e-06 0.3074999998555388 0
1.072393184412629e-05 0.3074999998146775 0
1.200597451733984e-05 0.3074999997692073 0
1.080001803522509e-05 0.3074999998116474 0
1.208206171628672e-05 0.3074999997657286 0
1.08761059479798e-05 0.3074999998086378 0
1.215815082619592e-05 0.3074999997622951 0
1.095219544014926e-05 0.3074999998056608 0
1.22342407772925e-05 0.3074999997588038 0
1.102828624168115e-05 0.3074999998026873 0
1.231033158252299e-05 0.3074999997554031 0
1.110437693147024e-05 0.3074999997998002 0
1.238642159426129e-05 0.3074999997520274 0
1.366846545087861e-05 0.3074999996996828 0
1.24625083342072e-05 0.307499999748735 0
1.374455144405063e-05 0.3074999996959179 0
1.253859402996347e-05 0.3074999997453959 0
1.382063587521274e-05 0.3074999996921438 0
1.261467785361756e-05 0.3074999997421544 0
1.389671885115597e-05 0.3074999996883626 0
1.269075942192031e-05 0.3074999997388166 0
1.39728004424949e-05 0.3074999996844924 0
1.276684187102738e-05 0.3074999997354844 0
1.40488822160753e-05 0.3074999996807772 0
1.533092315099334e-05 0.3074999996214589 0
1.412496393822816e-05 0.3074999996769989 0
1.540700532949701e-05 0.3074999996171859 0
1.420104671793151e-05 0.3074999996732821 0
1.548308707273628e-05 0.3074999996130425 0
1.427712627370143e-05 0.3074999996695499 0
1.555916601817419e-05 0.3074999996087954 0
1.435320540833658e-05 0.3074999996657887 0
1.563524544399605e-05 0.3074999996045438 0
1.44292859054779e-05 0.3074999996619934 0
1.571132617041202e-05 0.3074999996003803 0
1.699336680717942e-05 0.3074999995340415 0
1.578740798869497e-05 0.3074999995961343 0
1.706944943286697e-05 0.3074999995293911 0
1.586348970574267e-05 0.307499999592017 0
1.714553126793546e-05 0.307499999524698 0
1.593957337728742e-05 0.3074999995877465 0
1.722161542031061e-05 0.3074999995200558 0
1.601565849406401e-05 0.3074999995834863 0
1.729770195928362e-05 0.3074999995152936 0
1.609174570290549e-05 0.3074999995792603 0
1.737378992315449e-05 0.3074999995106196 0
1.865583222818592e-05 0.3074999994375031 0
1.744987413016253e-05 0.3074999995061283 0
1.873191635393033e-05 0.3074999994324537 0
1.752595847457291e-05 0.3074999995017005 0
1.880799925273846e-05 0.3074999994275719 0
1.760203969589296e-05 0.3074999994971517 0
1.888408009763401e-05 0.307499999422492 0
1.76781201997634e-05 0.3074999994926361 0
1.896015995355934e-05 0.3074999994175274 0
2.024220034835832e-05 0.3074999993377897 0
1.90362416890362e-05 0.3074999994125245 0
2.031828273686406e-05 0.3074999993322868 0
1.911232419437962e-05 0.3074999994075021 0
2.039436593672004e-05 0.3074999993267857 0
1.918840815276356e-05 0.3074999994024899 0
2.047044996730316e-05 0.3074999993213652 0
1.926449171256528e-05 0.3074999993975507 0
2.054653373773125e-05 0.3074999993159259 0
1.934057611056561e-05 0.3074999993925526 0
2.062261807490281e-05 0.3074999993105071 0
2.190466022363751e-05 0.3074999992237144 0
2.069870281218912e-05 0.3074999993049731 0
2.198074578435901e-05 0.3074999992178489 0
2.077478808770866e-05 0.3074999992996528 0
2.205683045104509e-05 0.307499999211959 0
2.085087240345101e-05 0.3074999992942402 0
2.213291401086831e-05 0.3074999992061966 0
2.092695662025426e-05 0.3074999992888553 0
2.220899990428151e-05 0.3074999992003387 0
2.100304283942235e-05 0.3074999992835345 0
2.22850856769468e-05 0.3074999991945259 0
2.356712830096104e-05 0.3074999991009463 0
2.236117059608149e-05 0.3074999991887968 0
2.364321262353719e-05 0.3074999990947381 0
2.243725375728362e-05 0.3074999991830529 0
2.371929456192612e-05 0.307499999088533 0
2.251333490096484e-05 0.3074999991772837 0
2.379537601061397e-05 0.3074999990821969 0
2.258941752340412e-05 0.3074999991714227 0
2.387145968056897e-05 0.3074999990759187 0
2.266550235491864e-05 0.3074999991656484 0
2.394754430518565e-05 0.3074999990697913 0
2.522958569776381e-05 0.3074999989692435 0
2.402362729960331e-05 0.3074999990636006 0
2.530566887237391e-05 0.3074999989625249 0
2.409970946423286e-05 0.3074999990572612 0
2.538175115188336e-05 0.3074999989557086 0
2.417579241538045e-05 0.3074999990510733 0
2.545783276937458e-05 0.3074999989490538 0
2.425187393835823e-05 0.3074999990448129 0
2.553391577206696e-05 0.3074999989423365 0
2.432795802893174e-05 0.3074999990386048 0
2.56099997130148e-05 0.3074999989357363 0
2.689204136161711e-05 0.3074999988281376 0
2.568608347638592e-05 0.3074999989290569 0
2.696812524029789e-05 0.3074999988210955 0
2.576216715035169e-05 0.307499998922472 0
2.7044208830886e-05 0.3074999988140323 0
2.583825131161166e-05 0.3074999989157347 0
2.712029510112574e-05 0.3074999988068278 0
2.591433854707252e-05 0.3074999989091303 0
2.71963820541142e-05 0.3074999987997578 0
2.59904263387076e-05 0.3074999989025586 0
2.727247097313962e-05 0.3074999987926361 0
2.855451620368261e-05 0.3074999986781275 0
2.734856136279862e-05 0.307499998785534 0
2.86306064647282e-05 0.3074999986705635 0
2.742465130848276e-05 0.3074999987785508 0
2.870669500090053e-05 0.3074999986631626 0
2.750073899647133e-05 0.3074999987715593 0
2.878278310281753e-05 0.3074999986556237 0
2.757682725721181e-05 0.3074999987645297 0
2.885887060543492e-05 0.3074999986481963 0
2.765291390180485e-05 0.3074999987575098 0
2.893495716490053e-05 0.3074999986407611 0
3.021699988077092e-05 0.3074999985193188 0
2.901104309950414e-05 0.307499998633311 0
3.02930871222595e-05 0.3074999985113948 0
2.908713124085442e-05 0.307499998625899 0
3.036917581217185e-05 0.3074999985035222 0
2.916322064381209e-05 0.3074999986184397 0
3.044526551910416e-05 0.3074999984956321 0
2.923930970716993e-05 0.30749999861105 0
3.052135418422475e-05 0.3074999984877449 0
3.180339844392066e-05 0.307499998359773 0
3.059744260686537e-05 0.3074999984798126 0
3.187948617979561e-05 0.3074999983514342 0
3.067352952812476e-05 0.3074999984720335 0
3.195557286179811e-05 0.3074999983431216 0
3.07496169615986e-05 0.3074999984641266 0
3.203166079361701e-05 0.30749999833482 0
3.082570464004007e-05 0.3074999984562853 0
3.210774924229513e-05 0.3074999983264237 0
3.090179472279915e-05 0.3074999984483692 0
3.218384001912364e-05 0.3074999983180619 0
3.34658858846809e-05 0.3074999981832199 0
3.225993202682223e-05 0.3074999983098341 0
3.354197808251421e-05 0.3074999981744694 0
3.23360247158279e-05 0.3074999983015049 0
3.361807203497875e-05 0.3074999981657588 0
3.241211849478125e-05 0.307499998293312 0
3.369416553925514e-05 0.3074999981569877 0
3.248821233310366e-05 0.3074999982849926 0
3.377025942259016e-05 0.3074999981483173 0
3.256430585240907e-05 0.3074999982767767 0
3.384635274592272e-05 0.3074999981396028 0
3.512839954717928e-05 0.3074999979977949 0
3.392244562757375e-05 0.307499998131007 0
3.520449088894941e-05 0.3074999979887587 0
3.399853643803102e-05 0.3074999981223424 0
3.528058384554753e-05 0.3074999979794462 0
3.407463104637467e-05 0.30749999811367 0
3.535667786551999e-05 0.3074999979703759 0
3.415072592804087e-05 0.307499998104893 0
3.543277395202045e-05 0.3074999979611654 0
3.422682264646557e-05 0.3074999980962524 0
3.550887075797855e-05 0.3074999979520893 0
3.679091802375726e-05 0.3074999978033982 0
3.558496532099505e-05 0.3074999979430778 0
3.686701196793815e-05 0.3074999977938351 0
3.566105808891741e-05 0.3074999979340813 0
3.694310424322889e-05 0.3074999977843188 0
3.573715014305286e-05 0.3074999979250158 0
3.701919609479882e-05 0.3074999977747342 0
3.581324265962185e-05 0.3074999979158873 0
3.709529073904074e-05 0.3074999977651813 0
3.588933962438798e-05 0.3074999979067786 0
3.717138924823758e-05 0.3074999977557095 0
3.845343847001821e-05 0.3074999975999286 0
3.724748774851829e-05 0.3074999977462194 0
3.852953663473221e-05 0.307499997589975 0
3.732358587716015e-05 0.3074999977367635 0
3.860563493298311e-05 0.3074999975800672 0
3.739968382864641e-05 0.307499997727319 0
3.868173227190508e-05 0.3074999975701444 0
3.747578101996985e-05 0.3074999977177929 0
3.875783024913356e-05 0.3074999975602016 0
3.755187965714121e-05 0.3074999977083542 0
3.883392873355238e-05 0.3074999975502737 0
4.011597790585551e-05 0.307499997387581 0
3.891002721265934e-05 0.3074999975403423 0
4.0192077725633e-05 0.3074999973771496 0
3.89861283576086e-05 0.3074999975304596 0
4.026817945036891e-05 0.3074999973668193 0
3.906223074298217e-05 0.307499997520608 0
4.034428275158653e-05 0.307499997356541 0
3.913833497738237e-05 0.3074999975106822 0
4.042038772338733e-05 0.3074999973461452 0
3.921444013249803e-05 0.3074999975008667 0
4.04964914977834e-05 0.307499997335989 0
4.177854300098554e-05 0.3074999971663091 0
4.057259510570232e-05 0.3074999973257074 0
4.185464775608013e-05 0.3074999971555431 0
4.06487012609118e-05 0.3074999973154156 0
4.193075479898564e-05 0.3074999971447657 0
4.072480891224135e-05 0.3074999973050516 0
4.20068634457098e-05 0.3074999971339828 0
4.080091827176646e-05 0.3074999972947817 0
4.208297250567558e-05 0.3074999971232609 0
4.336502732521031e-05 0.3074999969470774 0
4.215908282882984e-05 0.3074999971124711 0
4.344113847945542e-05 0.3074999969358166 0
4.223519376186126e-05 0.3074999971017553 0
