y x z
2.869922308184777e-05 0.3074999988865027 0
3.25184456240103e-05 0.3074999985680308 0
3.633766842790332e-05 0.3074999982096207 0
1.527689068626486e-05 0.3074999996800545 0
1.90961136633122e-05 0.3074999995001295 0
2.291533664600436e-05 0.3074999992801636 0
2.673456008896595e-05 0.3074999990202085 0
3.055378399295028e-05 0.3074999987203034 0
3.437300785367965e-05 0.3074999983803973 0
3.819223209506448e-05 0.30749999800051 0
1.713145602744948e-05 0.3074999995887427 0
2.095068063845027e-05 0.3074999993873546 0
2.47699054091807e-05 0.3074999991460042 0
2.85891297601869e-05 0.307499998864675 0
3.240835400524964e-05 0.3074999985433151 0
3.622757871889662e-05 0.3074999981819561 0
1.516680312665542e-05 0.3074999996695466 0
1.89860281590893e-05 0.3074999994867214 0
2.280525318264604e-05 0.3074999992638942 0
2.662447844454719e-05 0.3074999990010502 0
3.044370376683478e-05 0.3074999986982335 0
3.426292905096913e-05 0.3074999983554715 0
3.808215386324324e-05 0.3074999979727418 0
1.702137770156918e-05 0.3074999995781573 0
2.084060165689014e-05 0.3074999993738949 0
2.465982531778345e-05 0.3074999991296387 0
2.847904904776535e-05 0.3074999988453485 0
3.229827330873995e-05 0.3074999985211043 0
3.611749758492855e-05 0.3074999981569072 0
3.993672168022845e-05 0.3074999977526804 0
1.887594543346516e-05 0.3074999994758734 0
2.269516947908515e-05 0.3074999992501515 0
2.651439334000121e-05 0.3074999989844606 0
3.033361662557087e-05 0.3074999986787704 0
3.41528401221094e-05 0.3074999983330842 0
3.797206351407716e-05 0.3074999979474164 0
4.179128662618853e-05 0.3074999975217868 0
2.073050917795669e-05 0.3074999993627652 0
2.454973204383265e-05 0.3074999991156427 0
2.836895444474828e-05 0.307499998828511 0
3.218817701163989e-05 0.3074999985013783 0
3.600739942747646e-05 0.3074999981342728 0
3.982662155809711e-05 0.3074999977271839 0
4.364584346643598e-05 0.3074999972800836 0
2.258506522757775e-05 0.3074999992388158 0
2.640428765371719e-05 0.3074999989702135 0
3.022351026011617e-05 0.3074999986616215 0
3.404273264648702e-05 0.307499998313062 0
3.786195464401158e-05 0.3074999979245076 0
4.168117671947646e-05 0.3074999974959776 0
2.062039860734734e-05 0.307499999354056 0
2.443962096015557e-05 0.3074999991040217 0
2.825884322706505e-05 0.3074999988139841 0
3.207806583831972e-05 0.3074999984839349 0
3.589728851943646e-05 0.3074999981139313 0
3.971651129574221e-05 0.3074999977039282 0
4.353573415396551e-05 0.3074999972539575 0
2.247495661991381e-05 0.3074999992298194 0
2.629417961795217e-05 0.3074999989582986 0
3.011340255971038e-05 0.3074999986468274 0
3.39326252683365e-05 0.3074999982953884 0
3.775184756936396e-05 0.3074999979039463 0
4.15710696191178e-05 0.3074999974725268 0
4.539029171675212e-05 0.3074999970010686 0
2.432951339798031e-05 0.3074999990947452 0
2.814873546527554e-05 0.3074999988018557 0
3.196795714419418e-05 0.3074999984689326 0
3.578717891834725e-05 0.3074999980960392 0
3.960640064620037e-05 0.3074999976831244 0
