t x y
0.860861 0.88918 -0.487009
0.865866 0.903376 -0.459256
0.870871 0.916714 -0.431067
0.875876 0.92918 -0.402467
0.880881 0.940762 -0.373485
0.885886 0.951448 -0.344147
0.890891 0.961225 -0.31448
0.895896 0.970084 -0.284513
0.900901 0.978015 -0.254274
0.905906 0.98501 -0.223792
0.910911 0.99106 -0.193094
0.915916 0.996158 -0.162212
0.920921 1.0003 -0.131173
0.925926 1.00348 -0.100008
0.930931 1.00569 -0.0687467
0.935936 1.00693 -0.0374191
0.940941 1.0072 -0.00605534
0.945946 1.00649 0.0253143
0.950951 1.00481 0.0566594
0.955956 1.00215 0.0879496
0.960961 0.998524 0.119154
0.965966 0.993925 0.150243
0.970971 0.988359 0.181186
0.975976 0.98183 0.211952
0.980981 0.974344 0.242512
0.985986 0.965906 0.272835
0.990991 0.956524 0.302891
0.995996 0.946206 0.33265
1.001 0.934962 0.362084
1.00601 0.9228 0.391163
1.01101 0.909732 0.419858
1.01602 0.895771 0.44814
1.02102 0.880928 0.475981
1.02603 0.865218 0.503354
1.03103 0.848655 0.53023
1.03604 0.831255 0.556584
1.04104 0.813034 0.582388
1.04605 0.794009 0.607616
1.05105 0.7742 0.632244
1.05606 0.753624 0.656245
1.06106 0.732301 0.679597
1.06607 0.710253 0.702274
1.07107 0.6875 0.724256
1.07608 0.664064 0.745518
1.08108 0.639969 0.766039
1.08609 0.615237 0.785799
1.09109 0.589894 0.804777
1.0961 0.563963 0.822955
1.1011 0.537471 0.840313
1.10611 0.510444 0.856834
1.11111 0.482908 0.872501
1.11612 0.45489 0.887298
1.12112 0.426419 0.90121
1.12613 0.397522 0.914223
1.13113 0.368228 0.926324
1.13614 0.338567 0.9375
1.14114 0.308568 0.94774
1.14615 0.278261 0.957033
1.15115 0.247676 0.96537
1.15616 0.216843 0.972743
1.16116 0.185794 0.979145
1.16617 0.154559 0.984568
1.17117 0.123169 0.989007
1.17618 0.0916571 0.992458
1.18118 0.0600531 0.994918
1.18619 0.0283892 0.996385
1.19119 -0.00330302 0.996856
1.1962 -0.034992 0.996332
1.2012 -0.066646 0.994814
1.20621 -0.0982335 0.992302
1.21121 -0.129723 0.988801
1.21622 -0.161083 0.984314
1.22122 -0.192283 0.978846
1.22623 -0.223291 0.972402
1.23123 -0.254076 0.96499
1.23624 -0.284609 0.956617
1.24124 -0.314858 0.947292
1.24625 -0.344795 0.937025
1.25125 -0.374388 0.925827
1.25626 -0.40361 0.913709
1.26126 -0.432432 0.900685
1.26627 -0.460824 0.886767
1.27127 -0.488759 0.87197
1.27628 -0.516211 0.856309
1.28128 -0.543151 0.839801
1.28629 -0.569555 0.822462
1.29129 -0.595395 0.804311
1.2963 -0.620648 0.785366
1.3013 -0.645288 0.765646
1.30631 -0.669293 0.745171
1.31131 -0.692639 0.723963
1.31632 -0.715303 0.702042
1.32132 -0.737264 0.679432
1.32633 -0.758502 0.656154
1.33133 -0.778995 0.632233
1.33634 -0.798725 0.607693
1.34134 -0.817674 0.582557
1.34635 -0.835823 0.556852
1.35135 -0.853155 0.530604
1.35636 -0.869656 0.503837
1.36136 -0.885308 0.47658
1.36637 -0.900099 0.448858
1.37137 -0.914015 0.4207
1.37638 -0.927042 0.392133
1.38138 -0.93917 0.363186
1.38639 -0.950388 0.333887
1.39139 -0.960686 0.304265
1.3964 -0.970055 0.274348
1.4014 -0.978488 0.244167
1.40641 -0.985976 0.21375
1.41141 -0.992514 0.183127
1.41642 -0.998097 0.152328
1.42142 -1.00272 0.121382
1.42643 -1.00638 0.0903196
1.43143 -1.00908 0.0591707
1.43644 -1.0108 0.0279651
1.44144 -1.01156 -0.0032673
1.44645 -1.01136 -0.0344965
1.45145 -1.01019 -0.0656929
1.45646 -1.00805 -0.0968265
1.46146 -1.00496 -0.127868
1.46647 -1.0009 -0.158788
1.47147 -0.995899 -0.189556
1.47648 -0.98995 -0.220145
1.48148 -0.983061 -0.250525
1.48649 -0.975241 -0.280667
1.49149 -0.966497 -0.310544
1.4965 -0.95684 -0.340127
1.5015 -0.946278 -0.369389
1.50651 -0.934823 -0.398302
1.51151 -0.922487 -0.426839
1.51652 -0.909281 -0.454975
1.52152 -0.89522 -0.482682
1.52653 -0.880317 -0.509935
1.53153 -0.864586 -0.536709
1.53654 -0.848044 -0.562979
1.54154 -0.830707 -0.588721
1.54655 -0.812591 -0.613911
1.55155 -0.793713 -0.638526
1.55656 -0.774093 -0.662544
1.56156 -0.753749 -0.685942
1.56657 -0.732701 -0.708699
1.57157 -0.710968 -0.730794
1.57658 -0.688572 -0.752207
1.58158 -0.665533 -0.772918
1.58659 -0.641874 -0.792909
1.59159 -0.617617 -0.812161
1.5966 -0.592784 -0.830657
1.6016 -0.5674 -0.848379
1.60661 -0.541488 -0.865312
1.61161 -0.515073 -0.881441
1.61662 -0.488178 -0.89675
1.62162 -0.46083 -0.911226
1.62663 -0.433054 -0.924855
1.63163 -0.404876 -0.937625
1.63664 -0.376322 -0.949525
1.64164 -0.347419 -0.960544
1.64665 -0.318193 -0.970671
1.65165 -0.288671 -0.979897
1.65666 -0.258883 -0.988214
1.66166 -0.228853 -0.995615
1.66667 -0.198612 -1.00209
1.67167 -0.168186 -1.00764
1.67668 -0.137605 -1.01225
1.68168 -0.106895 -1.01593
1.68669 -0.076087 -1.01866
1.69169 -0.045208 -1.02044
1.6967 -0.014287 -1.02128
1.7017 0.0166472 -1.02117
1.70671 0.047566 -1.02012
1.71171 0.0784406 -1.01811
1.71672 0.109242 -1.01517
1.72172 0.139943 -1.01127
1.72673 0.170513 -1.00644
1.73173 0.200925 -1.00068
1.73674 0.23115 -0.993978
1.74174 0.26116 -0.986355
1.74675 0.290926 -0.977815
1.75175 0.320422 -0.968364
1.75676 0.34962 -0.958011
