kin pot x y z vx vy vz
2.33803e-05 -3.67213e-05 -0.926399 6.21481 0 0.98907 0.147762 0
2.33803e-05 -3.67213e-05 -0.930303 6.21423 0 0.988978 0.148383 0
2.33803e-05 -3.67213e-05 -0.934208 6.21364 0 0.988884 0.149005 0
2.33804e-05 -3.67213e-05 -0.938112 6.21305 0 0.988791 0.149626 0
2.33804e-05 -3.67212e-05 -0.942015 6.21246 0 0.988697 0.150248 0
2.33804e-05 -3.67212e-05 -0.945918 6.21187 0 0.988602 0.150869 0
2.33804e-05 -3.67212e-05 -0.949821 6.21128 0 0.988507 0.15149 0
2.33804e-05 -3.67212e-05 -0.953724 6.21068 0 0.988412 0.152111 0
2.33804e-05 -3.67212e-05 -0.957626 6.21008 0 0.988317 0.152732 0
2.33804e-05 -3.67212e-05 -0.961528 6.20948 0 0.988221 0.153353 0
2.33804e-05 -3.67212e-05 -0.965429 6.20888 0 0.988124 0.153974 0
2.33804e-05 -3.67212e-05 -0.96933 6.20827 0 0.988028 0.154595 0
2.33804e-05 -3.67212e-05 -0.973231 6.20766 0 0.98793 0.155216 0
2.33804e-05 -3.67212e-05 -0.977131 6.20705 0 0.987833 0.155837 0
2.33805e-05 -3.67212e-05 -0.981031 6.20643 0 0.987735 0.156458 0
2.33805e-05 -3.67212e-05 -0.98493 6.20582 0 0.987637 0.157078 0
2.33805e-05 -3.67212e-05 -0.988829 6.2052 0 0.987538 0.157699 0
2.33805e-05 -3.67212e-05 -0.992728 6.20458 0 0.987439 0.15832 0
2.33805e-05 -3.67212e-05 -0.996626 6.20395 0 0.987339 0.15894 0
2.33805e-05 -3.67212e-05 -1.00052 6.20333 0 0.98724 0.15956 0
2.33805e-05 -3.67212e-05 -1.00442 6.2027 0 0.987139 0.160181 0
2.33805e-05 -3.67212e-05 -1.00832 6.20207 0 0.987039 0.160801 0
2.33805e-05 -3.67212e-05 -1.01221 6.20144 0 0.986938 0.161421 0
2.33805e-05 -3.67212e-05 -1.01611 6.2008 0 0.986836 0.162042 0
2.33805e-05 -3.67212e-05 -1.02001 6.20016 0 0.986734 0.162662 0
2.33806e-05 -3.67211e-05 -1.0239 6.19952 0 0.986632 0.163282 0
2.33806e-05 -3.67211e-05 -1.0278 6.19888 0 0.98653 0.163902 0
2.33806e-05 -3.67211e-05 -1.03169 6.19823 0 0.986427 0.164522 0
2.33806e-05 -3.67211e-05 -1.03559 6.19758 0 0.986323 0.165141 0
2.33806e-05 -3.67211e-05 -1.03948 6.19693 0 0.986219 0.165761 0
2.33806e-05 -3.67211e-05 -1.04337 6.19628 0 0.986115 0.166381 0
2.33806e-05 -3.67211e-05 -1.04727 6.19562 0 0.986011 0.167001 0
2.33806e-05 -3.67211e-05 -1.05116 6.19496 0 0.985906 0.16762 0
2.33806e-05 -3.67211e-05 -1.05505 6.1943 0 0.985801 0.16824 0
2.33806e-05 -3.67211e-05 -1.05894 6.19364 0 0.985695 0.168859 0
2.33806e-05 -3.67211e-05 -1.06283 6.19298 0 0.985589 0.169479 0
2.33806e-05 -3.67211e-05 -1.06673 6.19231 0 0.985482 0.170098 0
2.33807e-05 -3.67211e-05 -1.07062 6.19164 0 0.985375 0.170717 0
2.33807e-05 -3.67211e-05 -1.07451 6.19097 0 0.985268 0.171336 0
2.33807e-05 -3.67211e-05 -1.0784 6.19029 0 0.98516 0.171955 0
2.33807e-05 -3.67211e-05 -1.08228 6.18961 0 0.985052 0.172575 0
2.33807e-05 -3.67211e-05 -1.08617 6.18893 0 0.984944 0.173194 0
2.33807e-05 -3.67211e-05 -1.09006 6.18825 0 0.984835 0.173812 0
2.33807e-05 -3.67211e-05 -1.09395 6.18757 0 0.984726 0.174431 0
2.33807e-05 -3.67211e-05 -1.09784 6.18688 0 0.984616 0.17505 0
2.33807e-05 -3.6721e-05 -1.10172 6.18619 0 0.984506 0.175669 0
2.33807e-05 -3.6721e-05 -1.10561 6.1855 0 0.984396 0.176287 0
2.33807e-05 -3.6721e-05 -1.1095 6.1848 0 0.984285 0.176906 0
2.33808e-05 -3.6721e-05 -1.11338 6.1841 0 0.984174 0.177525 0
2.33808e-05 -3.6721e-05 -1.11727 6.1834 0 0.984063 0.178143 0
2.33808e-05 -3.6721e-05 -1.12115 6.1827 0 0.983951 0.178761 0
2.33808e-05 -3.6721e-05 -1.12504 6.182 0 0.983838 0.17938 0
2.33808e-05 -3.6721e-05 -1.12892 6.18129 0 0.983726 0.179998 0
2.33808e-05 -3.6721e-05 -1.13281 6.18058 0 0.983612 0.180616 0
2.33808e-05 -3.6721e-05 -1.13669 6.17987 0 0.983499 0.181234 0
2.33808e-05 -3.6721e-05 -1.14057 6.17916 0 0.983385 0.181852 0
2.33808e-05 -3.6721e-05 -1.14445 6.17844 0 0.983271 0.18247 0
2.33808e-05 -3.6721e-05 -1.14833 6.17772 0 0.983156 0.183088 0
2.33808e-05 -3.6721e-05 -1.15222 6.177 0 0.983041 0.183706 0
2.33809e-05 -3.6721e-05 -1.1561 6.17627 0 0.982926 0.184323 0
2.33809e-05 -3.6721e-05 -1.15998 6.17555 0 0.98281 0.184941 0
2.33809e-05 -3.6721e-05 -1.16386 6.17482 0 0.982694 0.185559 0
2.33809e-05 -3.6721e-05 -1.16774 6.17409 0 0.982577 0.186176 0
2.33809e-05 -3.6721e-05 -1.17162 6.17335 0 0.98246 0.186794 0
2.33809e-05 -3.6721e-05 -1.17549 6.17262 0 0.982343 0.187411 0
2.33809e-05 -3.6721e-05 -1.17937 6.17188 0 0.982225 0.188028 0
2.33809e-05 -3.67209e-05 -1.18325 6.17114 0 0.982107 0.188645 0
2.33809e-05 -3.67209e-05 -1.18713 6.1704 0 0.981988 0.189263 0
2.33809e-05 -3.67209e-05 -1.191 6.16965 0 0.981869 0.18988 0
2.33809e-05 -3.67209e-05 -1.19488 6.1689 0 0.98175 0.190497 0
2.33809e-05 -3.67209e-05 -1.19876 6.16815 0 0.98163 0.191114 0
2.3381e-05 -3.67209e-05 -1.20263 6.1674 0 0.98151 0.19173 0
2.3381e-05 -3.67209e-05 -1.20651 6.16664 0 0.98139 0.192347 0
2.3381e-05 -3.67209e-05 -1.21038 6.16588 0 0.981269 0.192964 0
2.3381e-05 -3.67209e-05 -1.21425 6.16512 0 0.981148 0.19358 0
2.3381e-05 -3.67209e-05 -1.21813 6.16436 0 0.981026 0.194197 0
2.3381e-05 -3.67209e-05 -1.222 6.16359 0 0.980904 0.194813 0
2.3381e-05 -3.67209e-05 -1.22587 6.16283 0 0.980782 0.19543 0
2.3381e-05 -3.67209e-05 -1.22974 6.16206 0 0.980659 0.196046 0
2.3381e-05 -3.67209e-05 -1.23362 6.16128 0 0.980536 0.196662 0
2.3381e-05 -3.67209e-05 -1.23749 6.16051 0 0.980412 0.197279 0
2.3381e-05 -3.67209e-05 -1.24136 6.15973 0 0.980288 0.197895 0
