x y
0.999972 0.0113097
0.999886 0.0226188
0.999744 0.0339266
0.999545 0.0452325
0.99929 0.0565359
0.998978 0.067836
0.998609 0.0791322
0.998184 0.0904241
0.997702 0.101711
0.997165 0.112992
0.996571 0.124266
0.995922 0.135534
0.995217 0.146794
0.994456 0.158046
0.993641 0.169289
0.99277 0.180523
0.991845 0.191747
0.990865 0.20296
0.989831 0.214163
0.988744 0.225353
0.987603 0.236532
0.986408 0.247697
0.985161 0.25885
0.983861 0.269988
0.98251 0.281113
0.981106 0.292222
0.979651 0.303316
0.978145 0.314395
0.976588 0.325457
0.974982 0.336502
0.973325 0.34753
0.971619 0.358541
0.969865 0.369534
0.968062 0.380508
0.966211 0.391463
0.964312 0.402399
0.962367 0.413316
0.960375 0.424212
0.958337 0.435088
0.956253 0.445944
0.954124 0.456778
0.951951 0.467592
0.949734 0.478383
0.947473 0.489153
0.945169 0.4999
0.942823 0.510625
0.940435 0.521327
0.938005 0.532006
0.935534 0.542662
0.933023 0.553295
0.930472 0.563903
0.927881 0.574488
0.925252 0.585049
0.922585 0.595586
0.919879 0.606098
0.917136 0.616586
0.914357 0.627049
0.911541 0.637487
0.90869 0.6479
0.905803 0.658288
0.902882 0.668651
0.899927 0.678989
0.896938 0.689301
0.893916 0.699588
0.890861 0.709849
0.887774 0.720085
0.884656 0.730295
0.881506 0.74048
0.878326 0.750638
0.875116 0.760771
0.871876 0.770878
0.868607 0.78096
0.865309 0.791015
0.861983 0.801045
0.85863 0.811049
0.855249 0.821028
0.851841 0.83098
0.848407 0.840907
0.844947 0.850809
0.841462 0.860684
0.837951 0.870534
0.834416 0.880359
0.830857 0.890158
0.827275 0.899932
0.823669 0.90968
0.82004 0.919403
0.816388 0.929101
0.812715 0.938774
0.80902 0.948422
0.805303 0.958045
0.801566 0.967643
0.797808 0.977216
0.79403 0.986765
0.790233 0.996289
0.786416 1.00579
0.78258 1.01526
0.778725 1.02472
0.774852 1.03414
0.770961 1.04355
0.767053 1.05292
0.763127 1.06228
0.759184 1.07161
0.755225 1.08092
0.751249 1.09021
0.747257 1.09947
0.74325 1.10871
0.739227 1.11792
0.735189 1.12712
0.731137 1.13629
0.72707 1.14543
0.722988 1.15456
0.718893 1.16366
0.714784 1.17274
0.710662 1.1818
0.706526 1.19084
0.702378 1.19986
0.698217 1.20885
0.694044 1.21782
0.689859 1.22678
0.685661 1.23571
0.681453 1.24462
0.677232 1.2535
0.673001 1.26237
0.668759 1.27122
0.664506 1.28005
0.660242 1.28885
0.655969 1.29764
0.651685 1.30641
0.647391 1.31516
0.643088 1.32388
0.638775 1.33259
0.634453 1.34128
0.630122 1.34995
0.625782 1.3586
0.621433 1.36723
0.617076 1.37585
0.612711 1.38444
0.608337 1.39302
0.603956 1.40158
0.599566 1.41012
0.595169 1.41864
0.590764 1.42714
0.586352 1.43563
0.581933 1.4441
0.577507 1.45255
0.573074 1.46098
0.568634 1.4694
0.564188 1.4778
0.559735 1.48618
0.555276 1.49455
0.550811 1.5029
0.54634 1.51123
0.541863 1.51955
0.53738 1.52785
0.532891 1.53613
0.528397 1.5444
0.523897 1.55265
0.519393 1.56089
0.514883 1.56911
0.510368 1.57732
0.505848 1.58551
0.501323 1.59368
0.496793 1.60185
0.492259 1.60999
0.48772 1.61812
0.483177 1.62624
0.47863 1.63434
0.474078 1.64243
0.469522 1.6505
0.464962 1.65856
0.460399 1.6666
0.455831 1.67464
0.45126 1.68265
0.446684 1.69066
0.442106 1.69865
0.437524 1.70662
0.432938 1.71458
0.428349 1.72253
0.423757 1.73047
0.419162 1.73839
0.414563 1.74631
0.409961 1.7542
0.405357 1.76209
0.40075 1.76996
0.396139 1.77782
0.391526 1.78567
0.386911 1.7935
0.382292 1.80133
0.377671 1.80914
0.373048 1.81694
0.368422 1.82472
0.363794 1.8325
0.359163 1.84026
0.35453 1.84801
0.349895 1.85575
0.345258 1.86348
0.340619 1.8712
0.335978 1.87891
0.331334 1.8866
0.326689 1.89429
0.322042 1.90196
0.317393 1.90962
0.312742 1.91728
0.30809 1.92492
0.303436 1.93255
0.29878 1.94017
0.294123 1.94778
0.289464 1.95538
0.284803 1.96297
0.280141 1.97055
0.275478 1.97812
0.270813 1.98567
0.266147 1.99322
0.261479 2.00076
0.256811 2.00829
0.252141 2.01581
0.247469 2.02332
0.242797 2.03082
0.238124 2.03831
0.233449 2.0458
0.228774 2.05327
0.224097 2.06073
0.219419 2.06819
0.214741 2.07563
0.210061 2.08307
0.205381 2.0905
0.200699 2.09791
0.196017 2.10532
0.191334 2.11273
0.186651 2.12012
0.181966 2.1275
0.177281 2.13488
0.172595 2.14224
0.167909 2.1496
0.163221 2.15695
0.158533 2.1643
0.153845 2.17163
0.149156 2.17895
0.144466 2.18627
0.139776 2.19358
0.135086 2.20088
0.130395 2.20818
0.125703 2.21546
0.121011 2.22274
0.116319 2.23001
0.111626 2.23728
0.106933 2.24453
0.102239 2.25178
0.0975453 2.25902
0.0928511 2.26625
0.0881567 2.27348
0.0834619 2.2807
0.0787668 2.28791
0.0740715 2.29511
0.069376 2.30231
0.0646803 2.3095
0.0599844 2.31668
0.0552883 2.32386
0.050592 2.33103
0.0458956 2.33819
0.041199 2.34535
0.0365024 2.3525
0.0318056 2.35964
0.0271087 2.36677
0.0224118 2.3739
0.0177148 2.38102
0.0130177 2.38814
0.00832066 2.39525
0.00362355 2.40235
-0.00107357 2.40945
-0.00577068 2.41654
-0.0104678 2.42362
-0.0151648 2.4307
-0.0198619 2.43777
-0.0245589 2.44484
-0.0292558 2.4519
-0.0339526 2.45895
-0.0386494 2.466
-0.0433461 2.47304
-0.0480426 2.48008
-0.0527391 2.4871
-0.0574354 2.49413
-0.0621316 2.50115
-0.0668277 2.50816
-0.0715236 2.51517
-0.0762193 2.52217
-0.0809149 2.52916
-0.0856103 2.53615
-0.0903055 2.54314
-0.0950005 2.55011
-0.0996954 2.55709
-0.10439 2.56406
-0.109084 2.57102
-0.113778 2.57798
-0.118472 2.58493
-0.123166 2.59187
-0.12786 2.59882
-0.132553 2.60575
-0.137246 2.61268
-0.141938 2.61961
-0.146631 2.62653
-0.151323 2.63344
-0.156014 2.64036
-0.160706 2.64726
-0.165397 2.65416
-0.170088 2.66106
-0.174779 2.66795
-0.179469 2.67483
-0.184159 2.68172
-0.188848 2.68859
-0.193538 2.69546
-0.198227 2.70233
-0.202915 2.70919
-0.207604 2.71605
-0.212291 2.7229
-0.216979 2.72975
-0.221666 2.7366
-0.226353 2.74343
-0.231039 2.75027
-0.235725 2.7571
-0.240411 2.76393
-0.245096 2.77075
-0.249781 2.77756
-0.254466 2.78438
-0.25915 2.79119
-0.263834 2.79799
-0.268517 2.80479
-0.2732 2.81158
-0.277882 2.81838
-0.282564 2.82516
-0.287246 2.83195
-0.291927 2.83872
-0.296608 2.8455
-0.301288 2.85227
-0.305968 2.85904
-0.310648 2.8658
-0.315327 2.87256
-0.320006 2.87931
-0.324684 2.88606
-0.329362 2.89281
-0.334039 2.89955
-0.338716 2.90629
-0.343392 2.91303
-0.348068 2.91976
-0.352744 2.92648
-0.357419 2.93321
-0.362094 2.93993
-0.366768 2.94664
-0.371442 2.95336
-0.376115 2.96007
-0.380788 2.96677
-0.38546 2.97347
-0.390132 2.98017
-0.394803 2.98686
-0.399474 2.99355
-0.404144 3.00024
-0.408814 3.00692
-0.413484 3.0136
-0.418153 3.02028
-0.422821 3.02695
-0.427489 3.03362
-0.432157 3.04029
-0.436824 3.04695
-0.44149 3.05361
-0.446156 3.06027
-0.450822 3.06692
-0.455487 3.07357
-0.460152 3.08022
-0.464816 3.08686
-0.46948 3.0935
-0.474143 3.10013
-0.478805 3.10677
-0.483467 3.1134
-0.488129 3.12002
-0.49279 3.12665
-0.497451 3.13327
-0.502111 3.13988
-0.506771 3.1465
-0.51143 3.15311
-0.516089 3.15972
-0.520747 3.16632
-0.525404 3.17292
-0.530062 3.17952
-0.534718 3.18612
-0.539374 3.19271
-0.54403 3.1993
-0.548685 3.20589
-0.55334 3.21247
-0.557994 3.21905
-0.562648 3.22563
-0.567301 3.23221
-0.571954 3.23878
-0.576606 3.24535
-0.581257 3.25191
-0.585909 3.25848
-0.590559 3.26504
-0.595209 3.2716
-0.599859 3.27815
-0.604508 3.2847
-0.609157 3.29125
-0.613805 3.2978
-0.618452 3.30435
-0.623099 3.31089
-0.627746 3.31743
-0.632392 3.32396
-0.637038 3.3305
-0.641683 3.33703
-0.646327 3.34356
-0.650971 3.35008
-0.655615 3.35661
